what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1329501023064
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1329501023138
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1329501023692
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1329501023778
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1329501024092
started,bundle,org.eclipse.jst.j2ee.core,1.2.7.v201110060300,"org.eclipse.jst.j2ee.core",1329501025580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501025826
started,bundle,org.eclipse.jem,2.0.402.v201106132000,"org.eclipse.jem",1329501026426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501026681
started,bundle,org.eclipse.jst.j2ee,1.1.406.v201110130300,"org.eclipse.jst.j2ee",1329501027497
started,bundle,org.eclipse.jem.workbench,2.0.301.v201104271300,"org.eclipse.jem.workbench",1329501027714
opened,editor,org.eclipse.wst.wsdl.ui,1.2.306.v201106290347,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1329501027848
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1329501028022
activated,editor,org.eclipse.wst.wsdl.ui,1.2.306.v201106290347,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1329501028267
started,bundle,org.eclipse.wst.wsi,1.0.400.v201004220210,"org.eclipse.wst.wsi",1329501029276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501036704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501040005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501042054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501044759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501049862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501063965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501111236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501113310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501115632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501117713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501120920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501125370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501128493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501129388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501130203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501145536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501227221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501280581
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501282170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501284474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501286292
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501286388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501318340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501328306
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1329501331951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329501380147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501382823
